species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Molendoa tenuinervis,Pottiaceae,Pottiales,false,false,false,false,false
Didymodon insulanus,Pottiaceae,Pottiales,true,true,true,false,false
Didymodon luridus,Pottiaceae,Pottiales,true,true,true,true,false
Didymodon nicholsonii,Pottiaceae,Pottiales,true,true,false,true,false
Didymodon sinuosus,Pottiaceae,Pottiales,true,true,true,true,false
Didymodon subandreaeoides,Pottiaceae,Pottiales,true,true,true,true,false
Didymodon tomaculosus,Pottiaceae,Pottiales,false,false,false,false,false
Didymodon umbrosus,Pottiaceae,Pottiales,false,false,false,false,false
Didymodon vinealis,Pottiaceae,Pottiales,true,true,true,false,false
Ephemerum cohaerens,Pottiaceae,Pottiales,true,true,false,true,false
Ephemerum recurvifolium,Pottiaceae,Pottiales,true,true,true,true,false
Pseudocrossidium obtusulum,Pottiaceae,Pottiales,true,true,true,true,false
Ephemerum sessile,Pottiaceae,Pottiales,false,false,false,false,false
Syntrichia montana,Pottiaceae,Pottiales,true,true,true,true,false
Ephemerum stellatum,Pottiaceae,Pottiales,false,false,false,false,false
Gymnostomum calcareum,Pottiaceae,Pottiales,true,true,true,true,false
Pohlia elongata,Mniaceae,Bryales,true,true,true,true,false
Syntrichia montana,Pottiaceae,Pottiales,true,true,false,true,false
Syntrichia virescens,Pottiaceae,Pottiales,false,false,false,false,false
Gyroweisia tenuis,Pottiaceae,Pottiales,true,true,true,true,false
Hennediella heimii,Pottiaceae,Pottiales,false,false,false,false,false
Hilpertia velenovskyi,Pottiaceae,Pottiales,false,false,false,false,false
Hyophila involuta,Pottiaceae,Pottiales,true,true,true,true,false
Leptobarbula berica,Pottiaceae,Pottiales,true,true,false,true,false
Leptodontium flexifolium,Pottiaceae,Pottiales,true,false,true,true,false
Microbryum curvicollum,Pottiaceae,Pottiales,true,true,true,false,false
Microbryum rectum,Pottiaceae,Pottiales,true,false,true,true,false
Microbryum starckeanum,Pottiaceae,Pottiales,true,true,true,true,false
Micromitrium tenerum,Pottiaceae,Pottiales,false,false,false,false,false
Pleurochaete squarrosa,Pottiaceae,Pottiales,true,true,true,true,false
Pottiopsis caespitosa,Pottiaceae,Pottiales,true,true,true,true,false
Pseudocrossidium hornschuchianum,Pottiaceae,Pottiales,true,true,true,true,false
Pterygoneurum lamellatum,Pottiaceae,Pottiales,true,true,false,true,false
Pterygoneurum ovatum,Pottiaceae,Pottiales,true,true,false,true,false
Pterygoneurum subsessile,Pottiaceae,Pottiales,true,true,true,false,false
Barbilophozia atlantica,Scapaniaceae,Jungermanniales,true,true,false,true,false
Tortula lingulata,Pottiaceae,Pottiales,false,false,false,false,false
Tortula muralis,Pottiaceae,Pottiales,true,true,false,true,false
Weissia controversa,Pottiaceae,Pottiales,true,true,false,false,false
Weissia muralis,Pottiaceae,Pottiales,false,false,false,false,false
Scopelophila cataractae,Pottiaceae,Pottiales,true,true,false,true,false
Stegonia latifolia,Pottiaceae,Pottiales,true,true,false,false,false
Syntrichia calcicola,Pottiaceae,Pottiales,true,true,true,true,false
Syntrichia laevipila,Pottiaceae,Pottiales,true,true,true,true,false
Syntrichia norvegica,Pottiaceae,Pottiales,true,true,false,true,false
Syntrichia pagorum,Pottiaceae,Pottiales,true,true,true,true,false
Syntrichia papillosa,Pottiaceae,Pottiales,true,false,false,true,false
Syntrichia ruralis,Pottiaceae,Pottiales,true,true,true,true,false
Tortella bambergeri,Pottiaceae,Pottiales,true,true,true,true,false
Tortella densa,Pottiaceae,Pottiales,true,true,false,true,false
Tortella fragilis,Pottiaceae,Pottiales,true,true,true,true,false
Tortella humilis,Pottiaceae,Pottiales,false,false,false,false,false
Tortella inclinata,Pottiaceae,Pottiales,true,true,true,true,false
Tortula brevissima,Pottiaceae,Pottiales,true,true,false,true,false
Tortula cernua,Pottiaceae,Pottiales,false,false,false,false,false
Tortula cuneifolia,Pottiaceae,Pottiales,false,false,false,false,false
Tortula guepinii,Pottiaceae,Pottiales,false,false,false,false,false
Tortula hoppeana,Pottiaceae,Pottiales,true,true,false,true,false
Tortula inermis,Pottiaceae,Pottiales,true,true,false,true,false
Tortula laureri,Pottiaceae,Pottiales,false,false,false,false,false
Tortula marginata,Pottiaceae,Pottiales,false,false,false,false,false
Tortula modica,Pottiaceae,Pottiales,true,true,false,true,false
Tortula obtusifolia,Pottiaceae,Pottiales,false,false,false,false,false
Tortula rhodonia,Pottiaceae,Pottiales,false,false,false,false,false
Tortula schimperi,Pottiaceae,Pottiales,true,false,true,true,false
Tortula subulata,Pottiaceae,Pottiales,true,true,false,true,false
Tortula truncata,Pottiaceae,Pottiales,true,true,true,true,false
Tortula vahliana,Pottiaceae,Pottiales,true,true,true,true,false
Trichostomum crispulum,Pottiaceae,Pottiales,true,true,true,false,false
Trichostomum triumphans,Pottiaceae,Pottiales,true,true,true,true,false
Weissia brachycarpa,Pottiaceae,Pottiales,true,true,true,false,false
Weissia longifolia,Pottiaceae,Pottiales,true,true,true,true,false
Weissia rostellata,Pottiaceae,Pottiales,true,true,true,false,false
Weissia squarrosa,Pottiaceae,Pottiales,true,true,true,false,false
Weissia wimmeriana,Pottiaceae,Pottiales,false,false,false,false,false
Leptobryum pyriforme,Meesiaceae,Splachnales,true,true,true,true,false
Meesia hexasticha,Meesiaceae,Splachnales,false,false,false,false,false
Meesia longiseta,Meesiaceae,Splachnales,false,false,false,false,false
Meesia uliginosa,Meesiaceae,Splachnales,true,true,false,true,false
Paludella squarrosa,Meesiaceae,Splachnales,false,false,false,false,false
Splachnum vasculosum,Splachnaceae,Splachnales,false,false,false,false,false
Weissia controversa,Pottiaceae,Pottiales,true,true,false,false,false
Splachnum sphaericum,Splachnaceae,Splachnales,false,false,false,false,false
Tayloria lingulata,Splachnaceae,Splachnales,false,false,false,false,false
Tayloria rudolphiana,Splachnaceae,Splachnales,false,false,false,false,false
Tayloria serrata,Splachnaceae,Splachnales,true,true,false,false,false
Tayloria tenuis,Splachnaceae,Splachnales,true,true,true,true,false
Tetraplodon angustatus,Splachnaceae,Splachnales,false,false,false,false,false
Tetraplodon mnioides,Splachnaceae,Splachnales,true,true,true,true,false
Amblystegium serpens,Amblystegiaceae,Hypnales,false,false,false,false,false
